air_scraped,air_Census Tract (2010),air_Count Listings,air_Sum Accomodations,air_Count Licensed,air_Count Exempt,air_Pct. Licensed,air_Pct. License Exempt,air_Avg. Reviews/Listing,air_Unique Hosts (count),air_Med. Host Distance (km.),air_Med. Price,air_Avg. Price,air_Avg. Avlblty / Next 30d
2019-03-12,203.02,38,98,0,0,0.0,0.0,52.63,23,0.49,150.0,184.79,5.71
2019-03-12,203.03,80,356,0,0,0.0,0.0,13.52,37,306.78,252.5,497.88,10.69
2019-03-12,301.0,47,205,0,0,0.0,0.0,113.6,24,0.77,140.0,148.98,9.21
2019-03-12,302.0,54,212,0,0,0.0,0.0,60.44,36,0.58,171.0,173.11,8.19
2019-03-12,303.0,71,264,0,0,0.0,0.0,32.94,50,0.56,200.0,269.01,7.77
2019-03-12,304.0,71,320,0,0,0.0,0.0,74.28,39,0.71,160.0,198.38,11.24
2019-03-12,305.0,52,232,0,0,0.0,0.0,55.38,28,0.91,212.5,243.37,12.54
2019-03-12,401.0,32,110,0,0,0.0,0.0,26.12,24,1.56,249.5,289.22,6.09
2019-03-12,402.0,4,16,0,0,0.0,0.0,27.25,4,1.79,282.5,232.5,8.5
2019-03-12,403.0,32,127,0,0,0.0,0.0,45.0,31,2.12,182.0,242.47,9.84
2019-03-12,404.01,16,65,0,0,0.0,0.0,23.88,13,1.88,199.5,222.38,6.5
2019-03-12,406.0,46,174,0,0,0.0,0.0,26.28,31,2.93,150.0,199.57,7.7
2019-03-12,408.01,14,62,0,0,0.0,0.0,46.71,9,4.49,237.5,243.57,10.14
2019-03-12,501.01,21,87,0,0,0.0,0.0,52.86,16,2.93,110.0,151.05,10.33
2019-03-12,502.0,31,113,0,0,0.0,0.0,106.42,23,2.76,100.0,116.16,10.48
2019-03-12,503.0,26,85,0,0,0.0,0.0,16.08,17,1.79,154.5,151.81,4.27
2019-03-12,504.0,21,54,0,0,0.0,0.0,81.86,16,1.92,89.0,98.1,7.76
2019-03-12,505.0,14,40,0,0,0.0,0.0,70.14,10,2.36,99.5,103.86,6.0
2019-03-12,506.0,18,66,0,0,0.0,0.0,48.28,14,2.26,115.5,139.5,7.94
2019-03-12,507.0,36,143,0,0,0.0,0.0,109.25,23,2.68,139.0,145.97,12.19
2019-03-12,509.01,27,78,0,0,0.0,0.0,48.93,17,3.36,70.0,97.56,12.7
2019-03-12,510.0,15,55,0,0,0.0,0.0,59.53,11,4.28,100.0,120.53,10.73
2019-03-12,511.01,51,210,0,0,0.0,0.0,21.43,23,5.5,86.0,131.61,15.02
2019-03-12,512.0,42,160,0,0,0.0,0.0,35.93,28,2.34,150.0,158.45,7.95
2019-03-12,601.01,18,72,0,0,0.0,0.0,34.28,16,3.77,145.0,198.11,9.06
2019-03-12,602.0,12,62,0,0,0.0,0.0,37.0,10,3.76,182.0,311.08,7.83
2019-03-12,603.01,32,124,0,0,0.0,0.0,12.31,16,301.9,250.0,297.06,18.38
2019-03-12,604.0,48,178,0,0,0.0,0.0,33.21,37,3.27,153.0,194.58,9.19
2019-03-12,605.01,53,238,0,0,0.0,0.0,20.53,25,3.28,187.0,223.68,14.91
2019-03-12,606.0,125,447,0,0,0.0,0.0,16.42,46,4012.14,217.0,278.74,14.19
2019-03-12,607.0,5,34,0,0,0.0,0.0,83.8,5,2.45,255.0,217.8,11.8
2019-03-12,608.0,33,139,0,0,0.0,0.0,56.21,29,2.82,150.0,256.79,10.06
2019-03-12,610.0,16,96,0,0,0.0,0.0,50.19,11,3.21,149.0,175.62,15.31
2019-03-12,611.01,3,19,0,0,0.0,0.0,73.33,3,9.47,115.0,238.33,8.67
2019-03-12,612.0,81,302,0,0,0.0,0.0,40.3,52,2.23,144.0,175.54,8.52
2019-03-12,701.01,320,1177,0,0,0.0,0.0,24.62,94,2184.16,220.0,237.43,10.09
2019-03-12,702.0,175,650,0,0,0.0,0.0,19.93,45,2183.88,220.0,233.19,15.85
2019-03-12,703.0,105,355,1,0,0.95,0.0,32.86,60,1.92,169.0,202.89,11.66
2019-03-12,704.02,36,122,0,0,0.0,0.0,17.03,17,4011.39,235.0,250.28,15.89
2019-03-12,705.0,75,243,0,0,0.0,0.0,47.96,58,2.5,175.0,205.25,7.81
2019-03-12,706.0,66,177,0,0,0.0,0.0,50.21,36,2.47,150.0,166.7,7.98
2019-03-12,707.0,47,114,0,0,0.0,0.0,57.04,20,21.97,150.0,178.6,9.47
2019-03-12,708.0,64,191,0,0,0.0,0.0,34.5,38,2.77,172.5,206.5,7.8
2019-03-12,709.0,56,172,0,0,0.0,0.0,56.89,33,2.97,145.0,157.89,7.3
2019-03-12,711.01,45,150,0,0,0.0,0.0,39.69,32,2.96,175.0,186.89,11.47
2019-03-12,712.01,29,123,0,0,0.0,0.0,7.97,15,4343.94,290.0,288.59,11.72
2019-03-12,801.0,8,24,0,0,0.0,0.0,36.88,8,3.88,94.5,91.12,7.5
2019-03-12,803.0,4,11,0,0,0.0,0.0,4.75,4,1242.6,107.0,114.5,13.75
2019-03-12,804.01,7,22,0,0,0.0,0.0,51.43,6,3.83,110.0,139.14,8.43
2019-03-12,805.0,12,48,0,0,0.0,0.0,46.17,9,3.4,103.5,177.33,11.17
2019-03-12,806.01,18,95,0,0,0.0,0.0,29.39,13,4.4,212.5,372.33,11.39
2019-03-12,808.01,14,56,0,0,0.0,0.0,12.0,11,4.52,90.0,312.07,4.29
2019-03-12,809.0,32,105,0,0,0.0,0.0,17.19,24,4.71,98.5,165.41,6.38
2019-03-12,810.01,33,105,0,0,0.0,0.0,40.52,25,5.16,99.0,133.52,8.64
2019-03-12,811.0,133,581,0,0,0.0,0.0,4.18,24,301.03,209.0,235.13,18.17
2019-03-12,812.0,51,180,0,0,0.0,0.0,32.02,31,5.57,100.0,137.84,18.16
2019-03-12,813.0,26,78,0,0,0.0,0.0,42.88,21,5.8,85.0,106.77,6.88
2019-03-12,814.0,75,303,0,0,0.0,0.0,63.72,37,4.64,130.0,192.11,9.93
2019-03-12,815.0,26,78,0,0,0.0,0.0,24.92,24,5.52,77.0,109.46,8.08
2019-03-12,817.0,16,65,0,0,0.0,0.0,42.44,13,4.81,110.0,113.38,9.94
2019-03-12,818.0,32,53,0,0,0.0,0.0,16.69,10,4.99,36.0,55.91,18.03
2019-03-12,819.0,18,32,0,0,0.0,0.0,3.78,6,8.06,44.0,47.33,24.44
2019-03-12,820.0,5,26,0,0,0.0,0.0,48.6,4,5.61,56.0,124.0,3.2
2019-03-12,821.0,11,52,0,0,0.0,0.0,28.45,7,6.07,82.0,157.73,10.36
2019-03-12,901.0,20,53,0,0,0.0,0.0,24.6,6,7.05,60.0,84.4,22.8
2019-03-12,902.0,7,16,0,0,0.0,0.0,30.0,3,6.22,55.0,51.71,11.57
2019-03-12,903.0,1,2,0,0,0.0,0.0,47.0,1,5.48,80.0,80.0,18.0
2019-03-12,904.0,6,22,0,0,0.0,0.0,14.17,6,5.0,124.0,104.0,13.83
2019-03-12,906.0,7,28,0,0,0.0,0.0,64.14,6,27.03,60.0,97.86,10.29
2019-03-12,907.0,60,240,0,0,0.0,0.0,27.12,27,4.26,110.0,175.35,14.25
2019-03-12,909.01,7,17,0,0,0.0,0.0,22.29,7,93.1,68.0,79.57,3.71
2019-03-12,910.01,44,122,0,0,0.0,0.0,109.45,22,5.59,80.0,117.27,11.66
2019-03-12,911.0,56,222,0,0,0.0,0.0,45.62,32,4.91,92.5,148.89,12.79
2019-03-12,912.0,15,42,0,0,0.0,0.0,41.6,10,5.03,84.0,96.27,12.33
2019-03-12,913.0,1,7,0,0,0.0,0.0,93.0,1,4.66,85.0,85.0,13.0
2019-03-12,914.0,5,18,0,0,0.0,0.0,15.0,4,5.09,100.0,106.0,16.0
2019-03-12,915.0,32,154,0,0,0.0,0.0,38.59,14,5.46,82.0,109.81,10.25
2019-03-12,916.0,12,31,0,0,0.0,0.0,36.75,7,6.33,57.5,83.0,6.5
2019-03-12,917.0,21,97,0,0,0.0,0.0,28.05,9,6.42,65.0,92.24,15.29
2019-03-12,918.0,17,35,0,0,0.0,0.0,20.12,8,2182.98,46.0,50.0,16.82
2019-03-12,919.0,7,21,0,0,0.0,0.0,34.43,5,7.02,70.0,81.29,17.29
2019-03-12,920.0,13,51,0,0,0.0,0.0,51.23,8,6.68,65.0,100.62,11.46
2019-03-12,921.01,33,123,0,0,0.0,0.0,75.0,17,7.14,90.0,116.0,14.88
2019-03-12,922.0,36,114,0,0,0.0,0.0,48.11,18,7.37,65.0,88.56,14.81
2019-03-12,923.0,7,25,0,0,0.0,0.0,62.43,6,7.52,75.0,124.14,14.14
2019-03-12,924.0,8,22,0,0,0.0,0.0,54.38,3,7.24,80.0,90.0,15.88
2019-03-12,1001.0,4,8,0,0,0.0,0.0,7.75,2,8.28,57.5,55.75,11.75
2019-03-12,1002.0,2,3,0,0,0.0,0.0,5.5,1,8.62,30.0,30.0,0.0
2019-03-12,1003.0,6,20,0,0,0.0,0.0,24.67,5,1095.26,94.5,91.5,27.33
2019-03-12,1004.0,30,82,0,0,0.0,0.0,25.07,10,8.9,48.5,62.47,21.57
2019-03-12,1005.0,18,64,0,0,0.0,0.0,49.22,15,7.98,72.5,119.22,14.44
2019-03-12,1006.01,26,83,0,0,0.0,0.0,51.19,17,7.87,96.0,103.69,11.35
2019-03-12,1006.03,2,4,0,0,0.0,0.0,29.5,2,8.0,85.0,85.0,17.5
2019-03-12,1007.0,5,15,0,0,0.0,0.0,12.0,3,2183.86,90.0,96.0,17.6
2019-03-12,1008.0,21,48,0,0,0.0,0.0,33.76,14,8.36,50.0,62.33,13.33
2019-03-12,1009.0,33,96,0,0,0.0,0.0,16.79,15,9.74,70.0,85.0,14.27
2019-03-12,1010.01,9,29,0,0,0.0,0.0,22.33,5,27.61,44.0,78.11,18.67
2019-03-12,1010.02,13,29,0,0,0.0,0.0,22.92,7,28.23,60.0,60.69,19.46
2019-03-12,1011.01,11,40,0,0,0.0,0.0,71.82,4,9.03,57.0,64.82,11.91
2019-03-12,1011.02,5,17,0,0,0.0,0.0,28.2,3,9.6,52.0,91.2,16.4
2019-03-12,1101.03,44,147,0,0,0.0,0.0,58.43,31,8.21,88.0,115.55,4.52
2019-03-12,1102.01,8,23,0,0,0.0,0.0,24.88,5,9.98,60.5,90.12,13.75
2019-03-12,1103.01,9,28,0,0,0.0,0.0,31.89,8,9.31,80.0,119.78,3.89
2019-03-12,1104.01,5,14,0,0,0.0,0.0,50.4,5,9.72,55.0,78.8,13.0
2019-03-12,1104.03,17,61,0,0,0.0,0.0,32.0,14,10.81,75.0,89.76,15.18
2019-03-12,1105.01,9,15,0,0,0.0,0.0,13.22,6,11.22,65.0,62.78,12.44
2019-03-12,1105.02,28,92,0,0,0.0,0.0,35.71,17,10.38,85.5,103.43,13.75
2019-03-12,1106.01,5,29,0,0,0.0,0.0,33.6,4,10.28,119.0,285.8,16.4
2019-03-12,1106.07,18,63,0,0,0.0,0.0,41.39,16,9.9,85.0,95.61,12.67
2019-03-12,1201.03,22,87,0,0,0.0,0.0,42.27,20,7.35,173.0,209.95,6.5
2019-03-12,1201.04,20,70,0,0,0.0,0.0,39.15,18,7.74,122.5,154.45,4.65
2019-03-12,1201.05,14,56,0,0,0.0,0.0,28.64,12,7.96,127.5,197.0,10.57
2019-03-12,1202.01,52,208,0,0,0.0,0.0,30.5,37,7.29,148.0,160.75,8.69
2019-03-12,1203.01,64,189,0,0,0.0,0.0,28.97,38,6.37,86.0,106.91,7.02
2019-03-12,1204.0,67,268,0,0,0.0,0.0,42.67,56,6.83,149.0,165.15,7.15
2019-03-12,1205.0,24,91,0,0,0.0,0.0,52.62,19,5.83,94.5,126.46,10.92
2019-03-12,1206.0,36,101,0,0,0.0,0.0,59.61,32,6.18,99.5,128.17,8.69
2019-03-12,1207.0,18,53,0,0,0.0,0.0,5.44,16,6.24,105.0,141.61,8.5
2019-03-12,1301.0,16,48,0,0,0.0,0.0,12.12,15,12.46,100.0,106.25,12.5
2019-03-12,1302.0,6,27,0,0,0.0,0.0,55.83,6,11.25,112.5,147.5,10.67
2019-03-12,1303.0,15,42,0,0,0.0,0.0,36.47,8,11.98,55.0,88.27,9.0
2019-03-12,1304.02,14,44,0,0,0.0,0.0,51.43,7,13.15,84.5,100.43,19.57
2019-03-12,1304.04,7,17,0,0,0.0,0.0,45.71,6,12.95,39.0,48.71,16.57
2019-03-12,1304.06,5,12,0,0,0.0,0.0,0.2,5,13.57,90.0,83.4,9.8
2019-03-12,1401.02,2,2,0,0,0.0,0.0,3.0,1,50.07,40.0,40.0,30.0
2019-03-12,1401.05,9,20,0,0,0.0,0.0,20.44,8,11.84,60.0,64.89,10.33
2019-03-12,1401.06,6,16,0,0,0.0,0.0,25.0,3,11.19,51.5,66.0,19.33
2019-03-12,1401.07,1,7,0,0,0.0,0.0,95.0,1,12.98,135.0,135.0,18.0
2019-03-12,1402.01,11,33,0,0,0.0,0.0,8.36,4,14.97,44.0,61.09,8.64
2019-03-12,1402.02,11,32,0,0,0.0,0.0,35.64,9,13.87,75.0,74.64,20.18
2019-03-12,1403.0,12,42,0,0,0.0,0.0,59.75,9,12.21,124.5,119.17,11.58
2019-03-12,1404.0,21,56,0,0,0.0,0.0,32.76,11,2178.34,59.0,80.71,14.1
2019-03-12,9811.0,6,20,0,0,0.0,0.0,3.33,4,27.18,76.5,128.0,8.17
2019-03-12,9812.01,2,19,0,0,0.0,0.0,47.5,2,4.16,634.5,634.5,5.0
2019-03-12,9812.02,4,16,0,0,0.0,0.0,6.25,4,16.13,190.0,264.75,7.25
2019-03-12,9813.0,3,11,0,0,0.0,0.0,119.33,3,2.59,143.0,140.67,10.0
2019-03-12,9815.01,19,59,0,0,0.0,0.0,18.53,14,3.4,179.0,230.84,7.05
2019-03-12,9817.0,3,8,0,0,0.0,0.0,46.33,3,1.06,220.0,220.0,1.67
2019-03-12,9818.0,51,173,0,0,0.0,0.0,5.1,23,2179.68,207.0,225.35,8.1
2019-04-15,1.0,108,303,0,0,0.0,0.0,18.76,47,20.44,132.5,176.99,11.07
2019-04-15,2.01,29,80,0,0,0.0,0.0,42.41,18,8.86,55.0,76.41,11.38
2019-04-15,2.02,11,37,0,0,0.0,0.0,26.09,9,8.42,99.0,156.27,15.09
2019-04-15,3.01,24,69,0,0,0.0,0.0,25.08,19,9.37,90.0,96.79,12.5
2019-04-15,3.02,33,118,0,0,0.0,0.0,27.12,20,9.09,77.0,93.58,6.7
2019-04-15,4.01,26,66,0,0,0.0,0.0,29.27,22,7.82,80.0,101.12,6.19
2019-04-15,4.02,20,84,0,0,0.0,0.0,46.95,15,8.44,142.5,159.75,12.1
2019-04-15,5.02,32,102,0,0,0.0,0.0,17.66,21,1643.09,117.5,146.41,8.22
2019-04-15,5.03,23,91,0,0,0.0,0.0,15.17,18,7.96,125.0,126.78,6.52
2019-04-15,5.04,34,100,0,0,0.0,0.0,25.03,30,7.74,87.0,102.15,4.24
2019-04-15,6.01,31,76,0,0,0.0,0.0,14.74,24,7.35,50.0,86.06,6.48
2019-04-15,6.02,30,86,0,0,0.0,0.0,16.37,26,7.02,77.5,101.87,6.5
2019-04-15,7.01,55,206,0,0,0.0,0.0,32.33,37,6.81,111.0,255.58,8.38
2019-04-15,7.03,26,78,0,0,0.0,0.0,20.88,19,192.2,80.0,176.15,7.42
2019-04-15,7.04,53,136,0,0,0.0,0.0,23.04,34,6.41,85.0,97.7,9.3
2019-04-15,8.02,103,340,0,0,0.0,0.0,33.5,53,6.09,85.0,144.36,9.57
2019-04-15,8.03,6,25,0,0,0.0,0.0,17.33,6,5.55,116.0,129.33,7.5
2019-04-15,101.03,13,23,0,0,0.0,0.0,15.15,10,3.89,130.0,190.92,12.46
2019-04-15,101.04,73,285,0,0,0.0,0.0,28.38,41,3.21,200.0,237.4,10.85
2019-04-15,102.03,158,632,0,0,0.0,0.0,15.65,28,302.81,243.0,266.52,12.66
2019-04-15,102.04,80,254,0,0,0.0,0.0,20.6,27,302.66,199.5,215.4,11.4
2019-04-15,103.0,6,17,0,0,0.0,0.0,190.0,5,4.43,123.5,136.83,11.17
2019-04-15,104.03,31,80,0,0,0.0,0.0,26.06,27,2.98,152.0,166.84,2.42
2019-04-15,104.04,19,55,0,0,0.0,0.0,11.53,18,3.13,100.0,157.26,3.32
2019-04-15,104.05,12,34,0,0,0.0,0.0,44.17,11,3.1,145.0,145.83,3.08
2019-04-15,104.08,9,26,0,0,0.0,0.0,12.78,9,3.67,114.0,126.44,6.22
2019-04-15,105.0,54,187,0,0,0.0,0.0,34.5,28,2.75,199.0,229.78,9.74
2019-04-15,106.0,142,551,0,0,0.0,0.0,14.83,41,3113.65,309.0,587.56,10.76
2019-04-15,107.01,82,283,0,0,0.0,0.0,37.26,39,2.49,209.0,245.61,5.46
2019-04-15,107.02,36,115,0,0,0.0,0.0,21.11,27,1.94,192.0,227.67,6.86
2019-04-15,108.01,37,111,0,0,0.0,0.0,51.16,32,1.69,209.0,236.08,6.84
2019-04-15,108.02,65,219,0,0,0.0,0.0,37.26,46,2.59,180.0,241.11,8.98
2019-04-15,201.01,92,291,0,0,0.0,0.0,39.64,66,0.95,180.0,228.22,6.48
2019-04-15,202.0,103,345,0,0,0.0,0.0,40.71,75,0.82,160.0,170.2,7.35
2019-04-15,203.01,102,362,0,0,0.0,0.0,16.2,23,301.23,249.0,282.55,13.2
2019-04-15,203.02,39,103,0,0,0.0,0.0,53.59,24,0.49,150.0,187.9,5.03
2019-04-15,203.03,80,350,0,0,0.0,0.0,13.71,38,306.78,255.0,506.01,10.2
2019-04-15,301.0,46,203,0,0,0.0,0.0,108.09,24,0.77,140.0,149.15,7.26
2019-04-15,302.0,54,214,0,0,0.0,0.0,68.37,35,0.58,171.0,177.78,8.63
2019-04-15,303.0,79,292,0,0,0.0,0.0,30.67,55,0.56,225.0,287.56,9.47
2019-04-15,304.0,67,293,0,0,0.0,0.0,79.04,40,0.71,160.0,191.51,8.94
2019-04-15,305.0,44,198,0,0,0.0,0.0,67.82,27,0.94,220.0,238.32,8.43
2019-04-15,401.0,30,101,0,0,0.0,0.0,27.73,25,1.6,249.5,291.1,5.97
2019-04-15,402.0,4,16,0,0,0.0,0.0,28.5,4,1.79,282.5,232.5,10.75
2019-04-15,403.0,33,133,0,0,0.0,0.0,45.88,32,2.14,189.0,244.97,8.18
2019-04-15,404.01,17,61,0,0,0.0,0.0,25.65,12,1.86,200.0,223.65,6.71
2019-04-15,406.0,47,190,0,0,0.0,0.0,27.11,32,2.94,150.0,202.53,9.53
2019-04-15,408.01,12,53,0,0,0.0,0.0,47.67,8,17.19,237.5,251.92,12.33
2019-04-15,501.01,21,90,0,0,0.0,0.0,54.95,16,2.93,110.0,153.95,10.57
2019-04-15,502.0,33,118,0,0,0.0,0.0,116.21,24,2.79,105.0,121.61,12.3
2019-04-15,503.0,25,85,0,0,0.0,0.0,16.92,16,1.79,159.0,158.2,5.6
2019-04-15,504.0,22,58,0,0,0.0,0.0,82.27,17,1.93,92.5,103.14,8.14
2019-04-15,505.0,13,37,0,0,0.0,0.0,77.69,9,2.35,99.0,100.38,3.08
2019-04-15,506.0,18,65,0,0,0.0,0.0,52.28,14,2.26,115.5,141.39,7.0
2019-04-15,507.0,35,141,0,0,0.0,0.0,113.69,22,2.68,149.0,149.03,10.29
2019-04-15,509.01,32,89,0,0,0.0,0.0,45.44,17,3.61,69.0,93.75,8.91
2019-04-15,510.0,15,55,0,0,0.0,0.0,63.93,11,4.28,100.0,121.2,9.33
2019-04-15,511.01,52,204,0,0,0.0,0.0,22.13,24,5.52,88.0,129.67,10.87
2019-04-15,512.0,43,164,0,0,0.0,0.0,37.09,29,2.32,150.0,158.49,7.28
2019-04-15,601.01,18,72,0,0,0.0,0.0,37.33,16,3.77,145.0,198.11,7.72
2019-04-15,602.0,11,60,0,0,0.0,0.0,38.45,9,3.78,189.0,330.27,8.27
2019-04-15,603.01,31,123,0,0,0.0,0.0,12.29,17,301.93,250.0,300.87,17.84
2019-04-15,604.0,50,189,0,0,0.0,0.0,32.26,38,3.27,158.5,197.7,7.18
2019-04-15,605.01,50,222,0,0,0.0,0.0,22.5,22,3.34,188.5,245.32,13.62
2019-04-15,606.0,128,465,0,0,0.0,0.0,16.7,48,4012.14,224.5,291.27,11.98
2019-04-15,607.0,5,34,0,0,0.0,0.0,87.6,5,2.45,255.0,217.8,7.0
2019-04-15,608.0,36,160,0,0,0.0,0.0,47.61,33,2.84,157.5,271.69,8.69
2019-04-15,610.0,14,84,0,0,0.0,0.0,55.64,9,3.2,144.0,173.0,11.86
2019-04-15,611.01,2,15,0,0,0.0,0.0,112.5,2,6.5,307.5,307.5,11.0
2019-04-15,612.0,75,266,0,0,0.0,0.0,36.2,50,3.03,150.0,185.21,7.68
2019-04-15,701.01,324,1173,0,0,0.0,0.0,23.42,93,2184.14,220.0,257.62,10.03
2019-04-15,702.0,180,666,0,0,0.0,0.0,20.94,47,2183.85,199.0,230.08,14.76
2019-04-15,703.0,109,364,11,0,10.09,0.0,32.33,62,1.93,175.0,207.85,10.47
2019-04-15,704.02,28,97,0,0,0.0,0.0,20.75,16,3097.65,252.5,264.14,12.32
2019-04-15,705.0,71,240,0,0,0.0,0.0,52.66,58,2.46,176.0,209.59,8.35
2019-04-15,706.0,58,159,0,0,0.0,0.0,57.79,34,2.45,160.0,171.66,7.22
2019-04-15,707.0,49,119,0,0,0.0,0.0,58.69,22,21.97,150.0,183.12,8.22
2019-04-15,708.0,63,195,0,0,0.0,0.0,36.71,36,2.76,170.0,199.7,4.94
2019-04-15,709.0,49,154,0,0,0.0,0.0,66.14,30,3.0,148.0,153.82,9.51
2019-04-15,711.01,46,156,0,0,0.0,0.0,40.43,33,2.96,175.0,187.96,9.5
2019-04-15,712.01,29,123,0,0,0.0,0.0,9.0,15,4343.94,291.0,288.41,8.59
2019-04-15,801.0,8,22,0,0,0.0,0.0,37.88,8,3.88,80.0,86.12,8.62
2019-04-15,803.0,5,12,0,0,0.0,0.0,5.6,5,303.05,89.0,98.6,16.2
2019-04-15,804.01,8,29,0,0,0.0,0.0,46.62,7,3.76,151.5,153.0,12.12
2019-04-15,805.0,12,43,0,0,0.0,0.0,46.83,10,3.37,99.0,146.67,10.17
2019-04-15,806.01,18,94,0,0,0.0,0.0,30.94,13,4.25,212.5,374.89,10.5
2019-04-15,808.01,15,51,0,0,0.0,0.0,13.2,12,4.51,67.0,268.73,5.27
2019-04-15,809.0,32,101,0,0,0.0,0.0,17.91,25,4.7,98.5,165.28,6.62
2019-04-15,810.01,33,106,0,0,0.0,0.0,41.91,25,5.16,100.0,135.18,7.18
2019-04-15,811.0,130,570,0,0,0.0,0.0,4.15,20,301.01,210.0,240.28,18.29
2019-04-15,812.0,30,106,0,0,0.0,0.0,54.73,19,5.58,95.0,144.33,11.33
2019-04-15,813.0,23,72,0,0,0.0,0.0,45.78,19,5.8,85.0,106.87,5.13
2019-04-15,814.0,73,299,0,0,0.0,0.0,68.0,37,4.64,139.0,195.42,8.56
2019-04-15,815.0,24,72,0,0,0.0,0.0,28.83,22,5.45,88.5,110.17,7.58
2019-04-15,817.0,18,68,0,0,0.0,0.0,40.11,13,4.86,92.0,108.17,10.78
2019-04-15,818.0,35,56,0,0,0.0,0.0,18.29,10,4.99,36.0,53.89,16.17
2019-04-15,819.0,22,46,0,0,0.0,0.0,6.45,8,5.87,44.0,62.32,20.82
2019-04-15,820.0,5,26,0,0,0.0,0.0,48.8,4,5.61,56.0,124.0,4.8
2019-04-15,821.0,11,52,0,0,0.0,0.0,31.73,8,6.07,78.0,181.82,14.0
2019-04-15,901.0,9,19,0,0,0.0,0.0,26.22,5,7.01,60.0,67.67,21.11
2019-04-15,902.0,8,18,0,0,0.0,0.0,33.0,3,6.23,55.0,53.38,16.62
2019-04-15,903.0,1,2,0,0,0.0,0.0,49.0,1,5.48,80.0,80.0,27.0
2019-04-15,904.0,9,28,0,0,0.0,0.0,12.56,5,5.0,60.0,75.89,13.89
2019-04-15,906.0,10,34,0,0,0.0,0.0,29.9,6,2182.65,58.0,81.7,7.4
2019-04-15,907.0,60,223,0,0,0.0,0.0,27.88,27,4.26,110.0,157.47,15.13
2019-04-15,909.01,9,21,0,0,0.0,0.0,18.22,9,6.96,69.0,81.78,9.44
2019-04-15,910.01,43,120,0,0,0.0,0.0,111.81,22,5.61,80.0,115.65,12.0
2019-04-15,911.0,61,237,0,0,0.0,0.0,43.25,36,4.94,86.0,144.34,10.21
2019-04-15,912.0,17,50,0,0,0.0,0.0,41.94,10,5.01,75.0,92.76,14.12
2019-04-15,913.0,7,17,0,0,0.0,0.0,14.14,2,4.64,10.0,58.57,22.29
2019-04-15,914.0,5,20,0,0,0.0,0.0,18.0,4,5.09,90.0,104.0,12.4
2019-04-15,915.0,32,153,0,0,0.0,0.0,39.5,14,5.47,82.0,109.81,14.03
2019-04-15,916.0,9,22,0,0,0.0,0.0,46.56,6,28.64,60.0,90.22,13.78
2019-04-15,917.0,23,105,0,0,0.0,0.0,26.39,10,28.68,65.0,90.96,19.65
2019-04-15,918.0,17,36,0,0,0.0,0.0,21.47,7,2182.98,48.0,52.65,15.12
2019-04-15,919.0,7,22,0,0,0.0,0.0,36.14,5,7.02,90.0,99.57,10.57
2019-04-15,920.0,12,49,0,0,0.0,0.0,57.33,7,6.69,67.0,119.67,9.08
2019-04-15,921.01,31,119,0,0,0.0,0.0,73.71,16,7.13,100.0,116.55,15.03
2019-04-15,922.0,37,117,0,0,0.0,0.0,48.86,18,7.29,65.0,87.97,13.7
2019-04-15,923.0,8,29,0,0,0.0,0.0,57.0,7,7.55,75.0,111.75,13.5
2019-04-15,924.0,7,20,0,0,0.0,0.0,44.0,3,7.16,105.0,99.43,15.43
2019-04-15,1001.0,4,8,0,0,0.0,0.0,9.75,2,8.28,57.5,55.75,17.5
2019-04-15,1003.0,9,24,0,0,0.0,0.0,17.11,6,8.94,85.0,83.22,21.22
2019-04-15,1004.0,30,81,0,0,0.0,0.0,26.5,10,8.9,49.5,63.53,20.2
2019-04-15,1005.0,25,74,0,0,0.0,0.0,37.56,16,7.89,65.0,103.6,9.4
2019-04-15,1006.01,24,80,0,0,0.0,0.0,56.67,16,7.87,96.0,105.88,9.75
2019-04-15,1006.03,2,4,0,0,0.0,0.0,30.5,2,8.0,85.0,85.0,18.0
2019-04-15,1007.0,5,13,0,0,0.0,0.0,15.8,3,2183.86,59.0,99.0,14.0
2019-04-15,1008.0,19,42,0,0,0.0,0.0,36.63,13,8.32,59.0,66.68,10.05
2019-04-15,1009.0,30,91,0,0,0.0,0.0,18.2,13,9.72,70.0,81.83,14.9
2019-04-15,1010.01,9,23,0,0,0.0,0.0,23.0,4,27.61,65.0,76.22,20.44
2019-04-15,1010.02,13,29,0,0,0.0,0.0,25.31,7,28.23,70.0,64.15,14.0
2019-04-15,1011.01,8,34,0,0,0.0,0.0,99.0,4,9.22,55.0,67.5,14.5
2019-04-15,1011.02,5,18,0,0,0.0,0.0,29.6,3,9.6,52.0,91.2,22.6
2019-04-15,1101.03,44,148,0,0,0.0,0.0,59.41,31,8.21,88.0,115.55,5.02
2019-04-15,1102.01,8,23,0,0,0.0,0.0,26.12,5,9.98,60.5,90.12,11.25
2019-04-15,1103.01,8,30,0,0,0.0,0.0,36.25,7,9.5,147.0,149.75,2.62
2019-04-15,1104.01,5,14,0,0,0.0,0.0,51.4,5,9.72,55.0,73.6,14.0
2019-04-15,1104.03,14,55,0,0,0.0,0.0,37.79,13,10.85,85.0,105.86,17.71
2019-04-15,1105.01,8,14,0,0,0.0,0.0,14.88,5,11.21,67.5,69.38,6.88
2019-04-15,1105.02,30,96,0,0,0.0,0.0,33.9,19,10.41,81.5,100.43,8.57
