pad_scraped,pad_Census Tract (2010),pad_Count Listings,pad_Med. Price/mo.,pad_Avg. Price/mo.,pad_Avg. Beds,pad_Med. Price/mo./Bed,pad_Avg. Price/mo./Bed
2017-03-19,1001.0,3,2200.0,1816.67,2.67,825.0,681.25
2017-03-19,1002.0,3,2100.0,2125.0,3.0,700.0,708.33
2017-03-19,1003.0,5,1900.0,1855.2,1.4,1357.14,1325.14
2017-03-19,1004.0,6,2025.0,2155.17,2.0,1012.5,1077.58
2017-03-19,1005.0,4,2150.0,2012.5,2.5,860.0,805.0
2017-03-19,1006.01,6,1975.0,2200.0,2.17,911.54,1015.38
2017-03-19,1006.03,4,1800.0,1937.5,2.0,900.0,968.75
2017-03-19,1007.0,4,2300.0,2300.0,3.0,766.67,766.67
2017-03-19,1008.0,12,1997.5,2197.08,1.58,1261.58,1387.63
2017-03-19,1009.0,8,2025.0,2281.88,1.62,1246.15,1404.23
2017-03-19,1011.01,4,2044.0,2385.75,3.0,681.33,795.25
2017-03-19,1011.02,1,2100.0,2100.0,3.0,700.0,700.0
2017-03-19,1101.03,40,2650.0,2924.12,3.12,848.0,935.72
2017-03-19,1102.01,1,6630.0,6630.0,2.0,3315.0,3315.0
2017-03-19,1103.01,1,3295.0,3295.0,4.0,823.75,823.75
2017-03-19,1104.01,3,1875.0,1925.0,2.33,803.57,825.0
2017-03-19,1104.03,2,2325.0,2325.0,2.5,930.0,930.0
2017-03-19,1105.01,2,2650.0,2650.0,3.0,883.33,883.33
2017-03-19,1105.02,2,3827.0,3827.0,0.5,7654.0,7654.0
2017-03-19,1106.07,3,2000.0,2133.33,2.33,857.14,914.29
2017-03-19,1201.03,6,3625.0,4183.33,2.67,1359.38,1568.75
2017-03-19,1201.04,14,2425.0,2671.43,2.29,1060.94,1168.75
2017-03-19,1202.01,49,2650.0,3095.82,2.43,1091.18,1274.75
2017-03-19,1203.01,65,2850.0,3016.38,3.11,917.08,970.62
2017-03-19,1204.0,15,2800.0,3244.0,2.47,1135.14,1315.14
2017-03-19,1205.0,50,3200.0,3296.3,3.3,969.7,998.88
2017-03-19,1206.0,24,3300.0,3200.0,3.04,1084.93,1052.05
2017-03-19,1207.0,34,2087.5,2452.71,1.56,1339.15,1573.43
2017-03-19,1301.0,20,2400.0,2367.0,1.95,1230.77,1213.85
2017-03-19,1302.0,7,1750.0,1985.14,1.71,1020.83,1158.0
2017-03-19,1303.0,5,2800.0,2753.8,1.8,1555.56,1529.89
2017-03-19,1304.02,5,2400.0,2872.0,2.0,1200.0,1436.0
2017-03-19,1304.04,29,2400.0,2289.48,2.03,1179.66,1125.34
2017-03-19,1304.06,4,1917.5,2042.5,1.75,1095.71,1167.14
2017-03-19,1401.05,4,1750.0,1936.25,2.0,875.0,968.12
2017-03-19,1401.06,1,2436.0,2436.0,0.0,inf,inf
2017-03-19,1401.07,2,1695.0,1695.0,1.0,1695.0,1695.0
2017-03-19,1403.0,9,1550.0,1672.78,1.56,996.43,1075.36
2017-03-19,1404.0,4,1700.0,1750.0,1.75,971.43,1000.0
2017-03-19,9803.0,7,2375.0,2642.86,3.14,755.68,840.91
2017-03-19,9807.0,5,2800.0,2545.0,3.6,777.78,706.94
2017-03-19,9812.02,3,3540.0,3414.33,1.67,2124.0,2048.6
2017-03-19,9813.0,3,2600.0,2816.67,2.0,1300.0,1408.33
2017-03-19,9815.01,8,3225.0,5311.38,1.5,2150.0,3540.92
2017-03-19,9817.0,9,4500.0,5868.67,1.89,2382.35,3106.94
2017-03-19,9818.0,101,2095.0,2386.99,0.92,2275.22,2592.32
2017-04-18,1.0,231,2900.0,3236.86,2.28,1273.57,1421.51
2017-04-18,2.01,146,2612.5,2691.97,3.04,859.07,885.2
2017-04-18,2.02,98,3079.5,3203.1,3.54,869.71,904.62
2017-04-18,3.01,102,2875.0,3194.59,3.35,857.46,952.77
2017-04-18,3.02,75,2700.0,3057.87,3.45,781.85,885.48
2017-04-18,4.01,307,2150.0,2524.77,2.23,963.58,1131.54
2017-04-18,4.02,126,2775.0,2965.91,2.91,952.72,1018.27
2017-04-18,5.02,266,2150.0,2621.26,2.14,1006.87,1227.56
2017-04-18,5.03,264,2150.0,2433.24,2.12,1011.76,1145.05
2017-04-18,5.04,421,2500.0,2698.92,2.55,981.81,1059.93
2017-04-18,6.01,159,2400.0,2621.03,2.54,944.55,1031.54
2017-04-18,6.02,341,1950.0,2315.15,1.98,985.11,1169.58
2017-04-18,7.01,529,1975.0,2285.9,1.85,1069.37,1237.71
2017-04-18,7.03,431,2000.0,2548.41,2.06,970.72,1236.9
2017-04-18,7.04,547,2600.0,2759.97,2.42,1075.79,1141.99
2017-04-18,8.02,662,2875.0,3131.42,3.0,957.85,1043.28
2017-04-18,8.03,30,3300.0,3486.47,1.33,2475.0,2614.85
2017-04-18,101.03,16,3200.0,4759.31,2.0,1600.0,2379.66
2017-04-18,101.04,150,2800.0,3039.64,1.5,1866.67,2026.43
2017-04-18,102.03,554,2150.0,2896.01,1.02,2108.14,2839.62
2017-04-18,102.04,215,3000.0,3183.07,1.77,1697.37,1800.94
2017-04-18,103.0,88,2500.0,2517.9,1.12,2222.22,2238.13
2017-04-18,104.03,342,2437.5,2792.55,1.28,1898.92,2175.52
2017-04-18,104.04,582,2650.0,2904.7,1.54,1725.17,1890.98
2017-04-18,104.05,117,2700.0,3019.7,1.85,1455.76,1628.13
2017-04-18,104.08,112,2050.0,2246.1,1.21,1688.24,1849.73
2017-04-18,105.0,103,2900.0,3340.55,1.59,1821.34,2098.03
2017-04-18,106.0,85,3075.0,3718.33,1.21,2537.62,3068.52
2017-04-18,107.01,91,2750.0,3187.68,1.01,2720.11,3153.03
2017-04-18,107.02,71,3200.0,3809.15,1.24,2581.82,3073.3
2017-04-18,108.01,67,2950.0,3375.06,1.13,2600.66,2975.38
2017-04-18,108.02,93,3000.0,3088.99,1.1,2735.29,2816.43
2017-04-18,201.01,59,2600.0,3253.05,1.2,2160.56,2703.24
2017-04-18,202.0,144,2195.0,2475.14,1.01,2179.86,2458.07
2017-04-18,203.01,29,5280.0,5447.03,1.31,4029.47,4156.95
2017-04-18,203.02,56,2475.0,2864.82,1.12,2200.0,2546.51
2017-04-18,203.03,67,2985.0,3535.27,1.31,2272.67,2691.62
2017-04-18,301.0,82,2872.5,2950.73,1.74,1647.17,1692.03
2017-04-18,302.0,113,2750.0,2914.3,1.81,1515.85,1606.42
2017-04-18,303.0,124,2885.0,3630.24,1.47,1965.6,2473.35
2017-04-18,304.0,77,2860.0,2954.35,1.91,1498.1,1547.52
2017-04-18,305.0,46,2800.0,3041.85,1.74,1610.0,1749.06
2017-04-18,401.0,6,3050.0,2716.67,1.67,1830.0,1630.0
2017-04-18,402.0,1,2300.0,2300.0,1.0,2300.0,2300.0
2017-04-18,403.0,13,2500.0,2947.15,1.77,1413.04,1665.78
2017-04-18,404.01,6,2600.0,2731.67,2.0,1300.0,1365.83
2017-04-18,406.0,59,2600.0,3496.36,1.86,1394.55,1875.32
2017-04-18,408.01,25,3000.0,3247.16,1.08,2777.78,3006.63
2017-04-18,501.01,17,2800.0,2804.0,3.35,835.09,836.28
2017-04-18,502.0,30,2425.0,2503.17,2.5,970.0,1001.27
2017-04-18,503.0,9,2100.0,2455.56,1.33,1575.0,1841.67
2017-04-18,504.0,13,3100.0,2906.92,3.31,937.21,878.84
2017-04-18,505.0,19,2600.0,2644.21,2.84,914.81,930.37
2017-04-18,506.0,8,3075.0,2925.0,2.62,1171.43,1114.29
2017-04-18,507.0,12,1800.0,1920.83,1.42,1270.59,1355.88
2017-04-18,509.01,15,2550.0,2443.33,3.07,831.52,796.74
2017-04-18,510.0,17,2450.0,2415.06,2.59,946.59,933.09
2017-04-18,511.01,11,2600.0,2706.09,3.73,697.56,726.02
2017-04-18,512.0,26,2600.0,2745.96,2.92,889.47,939.41
2017-04-18,601.01,4,4125.0,3812.5,2.75,1500.0,1386.36
2017-04-18,602.0,6,3250.0,3441.67,2.5,1300.0,1376.67
2017-04-18,603.01,17,4400.0,4105.88,3.35,1312.28,1224.56
2017-04-18,604.0,35,2750.0,2849.66,2.26,1218.35,1262.51
2017-04-18,605.01,16,2825.0,3121.44,1.56,1808.0,1997.72
2017-04-18,606.0,96,3500.0,4059.0,1.59,2196.08,2546.82
2017-04-18,608.0,17,2800.0,2944.12,2.12,1322.22,1390.28
2017-04-18,610.0,2,2500.0,2500.0,1.5,1666.67,1666.67
2017-04-18,611.01,1,3500.0,3500.0,4.0,875.0,875.0
2017-04-18,612.0,45,2921.0,3010.82,1.42,2053.83,2116.98
2017-04-18,701.01,180,3500.0,4640.06,1.26,2775.33,3679.34
2017-04-18,702.0,105,3549.0,4512.6,1.1,3212.46,4084.68
2017-04-18,703.0,115,2800.0,2996.22,1.32,2118.42,2266.88
2017-04-18,704.02,26,3200.0,3843.81,1.19,2683.87,3223.84
2017-04-18,705.0,60,2600.0,2562.92,1.35,1925.93,1898.46
2017-04-18,706.0,27,4000.0,4262.78,1.7,2347.83,2502.07
2017-04-18,707.0,19,3600.0,4019.95,1.32,2736.0,3055.16
2017-04-18,708.0,73,3250.0,3635.82,2.21,1473.6,1648.54
2017-04-18,709.0,56,2700.0,2882.23,1.57,1718.18,1834.15
2017-04-18,711.01,87,3500.0,3813.6,2.17,1611.11,1755.47
2017-04-18,712.01,50,3350.0,3431.06,1.74,1925.29,1971.87
2017-04-18,801.0,5,2970.0,2784.0,3.0,990.0,928.0
2017-04-18,803.0,28,1922.5,2039.29,2.29,841.09,892.19
2017-04-18,804.01,22,4200.0,4296.91,2.5,1680.0,1718.76
2017-04-18,805.0,31,3600.0,3769.48,2.55,1412.66,1479.16
2017-04-18,806.01,57,3900.0,4007.56,2.6,1502.03,1543.45
2017-04-18,808.01,27,3000.0,3144.44,2.22,1350.0,1415.0
2017-04-18,809.0,229,3600.0,3684.07,3.07,1172.69,1200.07
2017-04-18,810.01,221,2495.0,3019.63,2.59,962.29,1164.64
2017-04-18,811.0,277,2250.0,2717.99,2.27,989.29,1195.05
2017-04-18,812.0,22,3000.0,3420.45,3.05,985.07,1123.13
2017-04-18,813.0,37,2450.0,2645.0,2.89,847.2,914.63
2017-04-18,814.0,60,3375.0,3446.92,3.48,968.9,989.55
2017-04-18,815.0,34,2500.0,2682.35,2.94,850.0,912.0
2017-04-18,817.0,22,3200.0,3143.18,3.59,891.14,875.32
2017-04-18,818.0,17,2800.0,2467.35,3.29,850.0,749.02
2017-04-18,819.0,14,2412.5,2450.0,3.43,703.65,714.58
2017-04-18,820.0,2,1400.0,1400.0,1.0,1400.0,1400.0
2017-04-18,821.0,7,2300.0,3781.0,2.43,947.06,1556.88
2017-04-18,901.0,10,2425.0,2209.5,2.7,898.15,818.33
2017-04-18,902.0,6,1737.5,1725.0,0.83,2085.0,2070.0
2017-04-18,903.0,1,2500.0,2500.0,4.0,625.0,625.0
2017-04-18,904.0,4,2225.0,2662.5,2.5,890.0,1065.0
2017-04-18,906.0,2,2297.5,2297.5,2.0,1148.75,1148.75
2017-04-18,907.0,26,3400.0,3209.23,3.42,993.26,937.53
2017-04-18,909.01,1,8432.0,8432.0,1.0,8432.0,8432.0
2017-04-18,910.01,3,1995.0,2081.67,1.33,1496.25,1561.25
2017-04-18,911.0,16,2700.0,2750.0,3.25,830.77,846.15
2017-04-18,912.0,4,2500.0,2450.0,2.25,1111.11,1088.89
2017-04-18,913.0,5,2900.0,2840.0,3.4,852.94,835.29
2017-04-18,915.0,5,2500.0,2409.0,2.6,961.54,926.54
2017-04-18,916.0,4,4700.0,4375.0,4.0,1175.0,1093.75
2017-04-18,917.0,1,2100.0,2100.0,1.0,2100.0,2100.0
2017-04-18,918.0,5,2300.0,2365.0,2.4,958.33,985.42
2017-04-18,919.0,3,2075.0,2258.33,2.33,889.29,967.86
2017-04-18,920.0,4,2300.0,2212.5,2.5,920.0,885.0
2017-04-18,921.01,6,2162.5,2420.0,1.83,1179.55,1320.0
2017-04-18,922.0,4,2775.0,2863.75,2.75,1009.09,1041.36
2017-04-18,923.0,1,2700.0,2700.0,2.0,1350.0,1350.0
2017-04-18,924.0,17,3855.0,3744.65,1.76,2184.5,2121.97
2017-04-18,1001.0,3,2200.0,1816.67,2.67,825.0,681.25
2017-04-18,1002.0,4,2200.0,2168.75,3.0,733.33,722.92
2017-04-18,1003.0,5,1700.0,1664.0,1.6,1062.5,1040.0
2017-04-18,1004.0,3,2200.0,2466.67,3.0,733.33,822.22
2017-04-18,1005.0,6,1950.0,1908.33,2.17,900.0,880.77
2017-04-18,1006.01,7,2250.0,2357.14,2.43,926.47,970.59
2017-04-18,1006.03,5,1695.0,1868.0,2.0,847.5,934.0
2017-04-18,1007.0,3,2400.0,2466.67,3.33,720.0,740.0
2017-04-18,1008.0,14,2025.0,2136.43,1.43,1417.5,1495.5
2017-04-18,1009.0,5,2500.0,2424.8,1.8,1388.89,1347.11
2017-04-18,1010.02,3,4200.0,4630.0,5.33,787.5,868.12
2017-04-18,1011.01,1,2000.0,2000.0,3.0,666.67,666.67
2017-04-18,1101.03,51,2800.0,3010.1,3.2,876.07,941.81
2017-04-18,1103.01,2,3772.5,3772.5,5.0,754.5,754.5
2017-04-18,1104.01,4,2012.5,2062.5,2.5,805.0,825.0
2017-04-18,1104.03,2,2275.0,2275.0,2.5,910.0,910.0
2017-04-18,1105.01,2,2650.0,2650.0,3.0,883.33,883.33
2017-04-18,1105.02,1,1800.0,1800.0,2.0,900.0,900.0
2017-04-18,1106.01,2,2330.0,2330.0,2.0,1165.0,1165.0
2017-04-18,1106.07,5,2000.0,1728.6,1.8,1111.11,960.33
2017-04-18,1201.03,6,3450.0,3216.67,2.5,1380.0,1286.67
2017-04-18,1201.04,12,2845.0,2920.0,2.67,1066.88,1095.0
2017-04-18,1202.01,55,2600.0,2671.65,2.33,1117.19,1147.98
2017-04-18,1203.01,62,2850.0,2990.55,3.21,887.94,931.73
2017-04-18,1204.0,15,2900.0,2883.0,2.8,1035.71,1029.64
2017-04-18,1205.0,49,3150.0,3361.02,3.35,941.16,1004.21
2017-04-18,1206.0,24,3200.0,3147.92,3.0,1066.67,1049.31
2017-04-18,1207.0,30,2100.0,2190.83,1.7,1235.29,1288.73
2017-04-18,1301.0,40,2560.0,2685.0,2.0,1280.0,1342.5
2017-04-18,1302.0,8,1875.0,2126.88,2.0,937.5,1063.44
2017-04-18,1303.0,5,2800.0,2345.0,2.4,1166.67,977.08
2017-04-18,1304.02,5,1900.0,2513.0,3.0,633.33,837.67
2017-04-18,1304.04,14,2289.5,2262.5,2.29,1001.66,989.84
2017-04-18,1304.06,3,1915.0,1721.67,1.67,1149.0,1033.0
2017-04-18,1401.05,5,1850.0,1959.0,2.2,840.91,890.45
2017-04-18,1401.06,1,1600.0,1600.0,1.0,1600.0,1600.0
2017-04-18,1401.07,6,1872.5,1871.67,1.67,1123.5,1123.0
2017-04-18,1403.0,11,1550.0,2014.09,1.45,1065.62,1384.69
2017-04-18,1404.0,4,1725.0,1762.5,1.75,985.71,1007.14
2017-04-18,9803.0,7,2375.0,2635.71,3.14,755.68,838.64
2017-04-18,9807.0,2,2162.5,2162.5,3.0,720.83,720.83
2017-04-18,9812.02,1,3968.0,3968.0,2.0,1984.0,1984.0
2017-04-18,9813.0,2,3175.0,3175.0,3.0,1058.33,1058.33
2017-04-18,9815.01,8,2900.0,3418.5,1.88,1546.67,1823.2
2017-04-18,9817.0,10,3700.0,4270.0,1.9,1947.37,2247.37
2017-04-18,9818.0,105,2025.0,2337.41,0.9,2261.97,2610.94
2017-05-18,1.0,307,2905.0,3295.3,2.28,1272.23,1443.16
2017-05-18,2.01,193,2700.0,2754.41,3.06,883.22,901.02
2017-05-18,2.02,115,3000.0,3119.33,3.36,893.78,929.33
2017-05-18,3.01,109,2900.0,3166.8,3.3,878.06,958.84
2017-05-18,3.02,96,2700.0,3051.15,3.44,785.45,887.61
2017-05-18,4.01,408,2300.0,2575.42,2.32,993.02,1111.93
2017-05-18,4.02,149,2750.0,3072.11,2.96,929.14,1037.97
2017-05-18,5.02,374,2200.0,2621.16,2.19,1003.41,1195.5
2017-05-18,5.03,310,2150.0,2559.78,2.23,964.54,1148.38
2017-05-18,5.04,570,2500.0,2769.49,2.6,962.84,1066.63
2017-05-18,6.01,179,2900.0,2879.5,2.93,988.76,981.77
2017-05-18,6.02,421,2082.0,2472.87,2.18,953.78,1132.84
2017-05-18,7.01,644,2000.0,2355.5,1.93,1035.37,1219.41
2017-05-18,7.03,524,2000.0,2532.72,2.01,994.31,1259.15
2017-05-18,7.04,670,2595.0,2788.11,2.4,1079.24,1159.55
2017-05-18,8.02,750,2997.5,3215.87,3.09,969.02,1039.61
2017-05-18,8.03,54,3215.0,3299.24,1.09,2942.54,3019.64
2017-05-18,101.03,15,2500.0,4569.0,2.0,1250.0,2284.5
2017-05-18,101.04,154,2800.0,3081.53,1.46,1916.44,2109.14
2017-05-18,102.03,606,2150.0,2833.42,1.0,2146.46,2828.75
2017-05-18,102.04,198,2775.0,3279.83,1.72,1616.03,1910.02
2017-05-18,103.0,92,2500.0,2522.61,1.13,2211.54,2231.54
2017-05-18,104.03,343,2425.0,2734.04,1.29,1886.11,2126.48
2017-05-18,104.04,580,2600.0,2920.52,1.59,1637.35,1839.2
2017-05-18,104.05,116,2625.0,3037.03,1.91,1371.62,1586.91
2017-05-18,104.08,112,2150.0,2318.53,1.23,1744.93,1881.7
2017-05-18,105.0,121,2900.0,3224.98,1.56,1856.61,2064.67
2017-05-18,106.0,88,3100.0,4021.95,1.1,2812.37,3648.78
2017-05-18,107.01,96,2525.0,3190.9,0.89,2851.76,3603.84
2017-05-18,107.02,65,3050.0,3518.42,1.23,2478.12,2858.71
2017-05-18,108.01,56,3000.0,3436.43,1.21,2470.59,2830.0
2017-05-18,108.02,100,3000.0,3150.73,1.23,2439.02,2561.57
2017-05-18,201.01,57,2500.0,3226.54,1.18,2126.87,2744.97
2017-05-18,202.0,138,2125.0,2423.78,0.98,2172.22,2477.64
2017-05-18,203.01,29,3325.0,4393.28,1.28,2606.08,3443.38
2017-05-18,203.02,60,2500.0,3008.08,1.05,2380.95,2864.84
2017-05-18,203.03,73,3020.0,3611.05,1.37,2204.6,2636.07
2017-05-18,301.0,82,2900.0,3022.91,1.76,1651.39,1721.38
2017-05-18,302.0,113,2700.0,2950.38,1.77,1525.5,1666.96
2017-05-18,303.0,107,2700.0,3368.44,1.64,1650.86,2059.56
2017-05-18,304.0,83,2800.0,2929.04,1.88,1489.74,1558.4
2017-05-18,305.0,52,2850.0,3363.25,1.9,1496.97,1766.56
2017-05-18,401.0,9,2850.0,2649.44,1.44,1973.08,1834.23
2017-05-18,403.0,20,2557.5,3185.75,2.15,1189.53,1481.74
2017-05-18,404.01,2,2970.0,2970.0,1.5,1980.0,1980.0
2017-05-18,406.0,59,2650.0,3628.47,2.07,1281.56,1754.75
2017-05-18,408.01,21,2900.0,3283.95,1.05,2768.18,3134.68
2017-05-18,501.01,13,2800.0,2938.31,3.23,866.67,909.48
2017-05-18,502.0,24,2225.0,2553.75,2.62,847.62,972.86
2017-05-18,503.0,14,2400.0,2372.5,1.64,1460.87,1444.13
2017-05-18,504.0,16,2750.0,2660.31,3.06,897.96,868.67
2017-05-18,505.0,15,3100.0,2769.33,2.8,1107.14,989.05
2017-05-18,506.0,10,2975.0,2842.5,2.7,1101.85,1052.78
2017-05-18,507.0,13,1800.0,2226.92,1.77,1017.39,1258.7
2017-05-18,509.01,18,2525.0,2921.56,3.11,811.61,939.07
2017-05-18,510.0,12,1795.0,2150.92,2.17,828.46,992.73
2017-05-18,511.01,10,3200.0,2885.0,3.9,820.51,739.74
2017-05-18,512.0,28,2650.0,2919.46,3.29,806.52,888.53
2017-05-18,601.01,8,4075.0,3825.0,2.75,1481.82,1390.91
2017-05-18,602.0,4,2475.0,2562.5,2.0,1237.5,1281.25
2017-05-18,603.01,22,4450.0,4309.09,3.41,1305.33,1264.0
2017-05-18,604.0,30,2700.0,2815.83,2.5,1080.0,1126.33
2017-05-18,605.01,19,3000.0,3050.95,1.79,1676.47,1704.94
2017-05-18,606.0,89,3599.0,4303.81,1.58,2271.71,2716.59
2017-05-18,607.0,1,4400.0,4400.0,3.0,1466.67,1466.67
2017-05-18,608.0,16,3200.0,3234.38,2.06,1551.52,1568.18
2017-05-18,610.0,4,3814.0,4715.0,1.75,2179.43,2694.29
2017-05-18,611.01,1,3500.0,3500.0,4.0,875.0,875.0
2017-05-18,612.0,46,2975.0,3771.02,1.37,2172.22,2753.44
2017-05-18,701.01,192,3614.5,4720.1,1.36,2648.79,3459.01
2017-05-18,702.0,110,3762.0,4954.64,1.2,3135.0,4128.86
2017-05-18,703.0,112,2500.0,2804.29,1.16,2153.85,2416.0
2017-05-18,704.02,29,3254.0,4326.62,1.34,2419.64,3217.23
2017-05-18,705.0,64,2525.0,2609.3,1.33,1901.18,1964.65
2017-05-18,706.0,40,3450.0,4048.08,1.45,2379.31,2791.78
2017-05-18,707.0,38,3725.0,4038.18,1.08,3452.44,3742.71
2017-05-18,708.0,83,3000.0,3312.45,2.04,1473.37,1626.82
2017-05-18,709.0,63,2750.0,2971.24,1.51,1823.68,1970.4
2017-05-18,711.01,84,3375.0,3532.98,2.0,1687.5,1766.49
2017-05-18,712.01,73,3350.0,3403.84,1.74,1925.59,1956.54
2017-05-18,801.0,9,2500.0,2363.33,2.44,1022.73,966.82
2017-05-18,803.0,21,2100.0,2235.95,2.43,864.71,920.69
2017-05-18,804.01,18,4200.0,4712.22,2.67,1575.0,1767.08
2017-05-18,805.0,35,3200.0,3573.86,2.6,1230.77,1374.56
2017-05-18,806.01,56,3695.0,3667.05,2.54,1457.18,1446.16
2017-05-18,808.01,30,3452.5,3616.8,2.33,1479.64,1550.06
2017-05-18,809.0,236,3600.0,3639.01,3.1,1162.24,1174.84
2017-05-18,810.01,222,2600.0,3040.51,2.66,976.65,1142.12
2017-05-18,811.0,251,2395.0,2844.02,2.48,964.92,1145.83
2017-05-18,812.0,18,3000.0,3133.33,2.83,1058.82,1105.88
2017-05-18,813.0,47,2450.0,2619.47,2.83,865.79,925.68
2017-05-18,814.0,52,3587.5,3465.9,3.33,1078.32,1041.77
2017-05-18,815.0,42,2635.0,2702.86,2.93,899.76,922.93
2017-05-18,817.0,20,2825.0,2831.25,3.25,869.23,871.15
2017-05-18,818.0,19,2800.0,2540.53,3.37,831.25,754.22
2017-05-18,819.0,11,2400.0,2397.73,3.36,713.51,712.84
2017-05-18,820.0,3,2800.0,4133.33,5.33,525.0,775.0
2017-05-18,821.0,6,2350.0,3303.5,3.0,783.33,1101.17
2017-05-18,901.0,11,2775.0,2457.73,3.0,925.0,819.24
2017-05-18,902.0,5,1725.0,1690.0,0.6,2875.0,2816.67
2017-05-18,903.0,1,1875.0,1875.0,2.0,937.5,937.5
2017-05-18,904.0,4,3100.0,3150.0,3.75,826.67,840.0
2017-05-18,906.0,3,1895.0,2065.0,2.0,947.5,1032.5
2017-05-18,907.0,27,3200.0,3110.93,3.3,970.79,943.76
2017-05-18,909.01,2,6200.5,6200.5,1.5,4133.67,4133.67
2017-05-18,910.01,3,1974.0,2058.0,1.33,1480.5,1543.5
2017-05-18,911.0,21,2800.0,2869.05,3.43,816.67,836.81
2017-05-18,912.0,8,2337.5,2409.38,2.62,890.48,917.86
2017-05-18,913.0,5,2900.0,2990.0,3.6,805.56,830.56
2017-05-18,915.0,6,2800.0,2707.5,2.33,1200.0,1160.36
2017-05-18,916.0,11,3825.0,4159.09,4.36,876.56,953.12
2017-05-18,917.0,1,2100.0,2100.0,1.0,2100.0,2100.0
2017-05-18,918.0,5,2525.0,2975.0,2.6,971.15,1144.23
2017-05-18,919.0,1,2075.0,2075.0,3.0,691.67,691.67
2017-05-18,920.0,2,2125.0,2125.0,1.5,1416.67,1416.67
2017-05-18,921.01,5,2200.0,2524.0,2.2,1000.0,1147.27
2017-05-18,922.0,9,2450.0,2544.56,2.11,1160.53,1205.32
2017-05-18,923.0,1,2750.0,2750.0,3.0,916.67,916.67
2017-05-18,924.0,24,3320.0,3247.58,1.92,1732.17,1694.39
2017-05-18,1001.0,2,1625.0,1625.0,2.0,812.5,812.5
2017-05-18,1002.0,1,2100.0,2100.0,3.0,700.0,700.0
2017-05-18,1003.0,1,1495.0,1495.0,0.0,inf,inf
2017-05-18,1004.0,7,2150.0,2141.43,2.57,836.11,832.78
2017-05-18,1005.0,6,2350.0,2333.33,3.17,742.11,736.84
2017-05-18,1006.01,7,2100.0,2102.86,2.29,918.75,920.0
2017-05-18,1006.03,5,1695.0,1868.0,2.0,847.5,934.0
2017-05-18,1007.0,3,2700.0,2566.67,3.67,736.36,700.0
2017-05-18,1008.0,13,2050.0,2266.15,1.54,1332.5,1473.0
2017-05-18,1009.0,4,2150.0,2243.5,1.75,1228.57,1282.0
2017-05-18,1010.01,1,4400.0,4400.0,5.0,880.0,880.0
2017-05-18,1010.02,3,4200.0,4630.0,5.33,787.5,868.12
2017-05-18,1011.01,1,2000.0,2000.0,3.0,666.67,666.67
2017-05-18,1011.02,1,2425.0,2425.0,3.0,808.33,808.33
2017-05-18,1101.03,50,2800.0,3045.7,3.06,915.03,995.33
2017-05-18,1102.01,1,5189.0,5189.0,2.0,2594.5,2594.5
2017-05-18,1103.01,3,3295.0,3598.33,4.67,706.07,771.07
2017-05-18,1104.01,7,2395.0,2295.71,2.86,838.25,803.5
2017-05-18,1104.03,1,2395.0,2395.0,3.0,798.33,798.33
2017-05-18,1105.01,3,2695.0,2665.0,3.0,898.33,888.33
2017-05-18,1105.02,1,1800.0,1800.0,2.0,900.0,900.0
2017-05-18,1106.01,4,3555.0,3567.5,2.75,1292.73,1297.27
2017-05-18,1106.07,3,2000.0,2065.0,1.67,1200.0,1239.0
2017-05-18,1201.03,6,3600.0,3774.33,2.5,1440.0,1509.73
2017-05-18,1201.04,19,2750.0,2617.63,2.47,1111.7,1058.19
2017-05-18,1202.01,64,2700.0,2785.81,2.53,1066.67,1100.57
2017-05-18,1203.01,69,3100.0,3037.32,3.25,954.91,935.6
2017-05-18,1204.0,20,2950.0,2877.25,2.6,1134.62,1106.63
2017-05-18,1205.0,59,3150.0,3262.8,3.29,957.99,992.29
2017-05-18,1206.0,21,3200.0,3102.38,3.05,1050.0,1017.97
2017-05-18,1207.0,27,2200.0,2500.63,1.67,1320.0,1500.38
2017-05-18,1301.0,64,2490.0,2623.59,1.83,1362.05,1435.13
2017-05-18,1302.0,12,1900.0,2190.42,2.0,950.0,1095.21
2017-05-18,1303.0,3,2800.0,2800.0,3.67,763.64,763.64
2017-05-18,1304.02,3,3150.0,3363.33,3.33,945.0,1009.0
2017-05-18,1304.04,11,2450.0,2364.55,2.18,1122.92,1083.75
2017-05-18,1304.06,9,1825.0,1781.67,1.56,1173.21,1145.36
2017-05-18,1401.05,4,1825.0,1961.25,2.0,912.5,980.62
2017-05-18,1401.06,1,1600.0,1600.0,1.0,1600.0,1600.0
2017-05-18,1401.07,5,1950.0,1938.0,1.8,1083.33,1076.67
2017-05-18,1403.0,17,1575.0,1926.76,1.65,956.25,1169.82
2017-05-18,1404.0,3,2200.0,2273.0,1.67,1320.0,1363.8
2017-05-18,9803.0,3,2350.0,2591.67,3.33,705.0,777.5
2017-05-18,9807.0,3,1675.0,1940.0,2.0,837.5,970.0
2017-05-18,9812.02,1,3968.0,3968.0,2.0,1984.0,1984.0
2017-05-18,9813.0,2,3175.0,3175.0,3.0,1058.33,1058.33
2017-05-18,9815.01,5,3100.0,2960.0,1.6,1937.5,1850.0
2017-05-18,9817.0,11,3600.0,3988.64,1.73,2084.21,2309.21
2017-05-18,9818.0,94,2180.0,2452.14,1.03,2112.58,2376.3
